method,id,gold,base_label,predicted_label,biolinkbert_label,uncertainty_score,audit_score,label_entropy,maybe_fraction,inconclusive_fraction,mean_disagreement_with_mode,flip_rate,panel_uncertainty_conf,bert_is_maybe,semantic_entropy,supported,refuted,silent
debate_pqal500_biolinkbert,pubmedqa-official-15041506,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11146778,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27281318,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21645374,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-9465206,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25887165,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15995461,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21850494,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19106867,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21342862,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24352924,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16147837,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26879871,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15918864,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22075911,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11035130,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21228436,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11833948,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17682349,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17355582,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15597845,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10158597,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27549226,yes,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26348845,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25588461,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23359100,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26548832,yes,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25756710,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20297950,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24622801,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-9722752,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20577124,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19027440,yes,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18239988,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27858166,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27050489,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16266387,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27287237,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11079675,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10331115,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18594195,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22497340,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16769333,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20571467,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12094116,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17276182,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26419377,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23810330,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15151701,yes,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23736032,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-28143468,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23495128,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12121321,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18570208,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-28707539,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22117569,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18783922,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15528969,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19482903,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11977907,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17306983,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24318956,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22266735,yes,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22453060,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10401824,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15208005,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16713745,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21864397,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25810292,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11943048,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23347337,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23992109,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10922093,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26601554,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15489384,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27818079,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24340838,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16971978,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21689015,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12846929,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22694248,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15488260,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23690198,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10173769,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12098035,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23448747,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24359102,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-14697414,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15050326,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27131771,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26923375,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15841770,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25503376,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19394934,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22188074,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21394762,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-9582182,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-28056802,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18182265,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-9142039,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20084845,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24298614,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12145243,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21952349,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27592038,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25481573,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20306735,yes,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26864326,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21123461,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12963175,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10548670,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21848798,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25675614,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25986020,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18472368,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26578404,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-14872327,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23412195,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24139705,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23224030,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24013712,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15943725,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27456836,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24671913,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22825590,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23361217,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18307476,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22237146,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25043083,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26561905,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23517744,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27136599,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10749257,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17598882,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15223779,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16776337,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23916653,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10201555,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24751724,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-8910148,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18065862,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22617083,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25499207,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16465002,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25940336,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24191126,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-8375607,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26965932,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22012962,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12442934,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19430778,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20605051,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19108857,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24516646,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25752725,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20537205,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20602784,yes,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22302761,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18322741,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-14692023,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22348433,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26215326,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23539689,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-9363244,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24507422,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22350859,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19640728,yes,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23806388,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-9920954,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-8916748,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11970923,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19302863,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22532370,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18179827,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18399830,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12595848,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18158048,yes,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23848044,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11481172,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-28247485,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24977765,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-14551704,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12632437,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20850631,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17565137,yes,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-9616411,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22720085,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21074975,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25604390,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-14968373,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10135926,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19419587,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23379759,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19923859,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22656647,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12163782,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21658267,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-9199905,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23375036,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24495711,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26820719,yes,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26516021,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20064872,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15708048,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-29112560,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23949294,yes,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10877371,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23870157,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18540901,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21420186,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12484580,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23321509,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26907557,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22644412,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25521278,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21845457,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18565233,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17894828,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10490564,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-7860319,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18568239,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-9488747,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20354380,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24245816,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11481599,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27217036,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23283159,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19593710,yes,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18693227,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21346501,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17910536,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26304701,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18616781,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-9483814,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12848629,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25280365,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25311479,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16046584,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26418441,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22683044,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26200172,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20121683,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18222909,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12221908,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24014276,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24270957,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18507507,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16772913,yes,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12172698,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26460153,yes,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12419743,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25725704,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25669733,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24614789,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24996865,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18928979,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25699562,yes,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24577079,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24669960,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15502995,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21214884,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24476003,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22758782,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-14627582,no,yes,yes,yes,,,,,,,,,,,,,
